"Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Litter","Litter_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Photo","Top_height","Litter_depth_center","Site","Season","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","BagID","Quadrat_checklist","Top_Plotting","Microsite_Plotting","mean_depth"
"ONAQ009",13,44,"31-10-2024 16:35:55.000 -0600","POINTZ(-112.513380905 40.156642742 1733.462)",40.15664274,-112.5133809,1733.462,0,1.74,2,0.11,0.21,0.94,0.51,0.79,35,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.6
"ONAQ009",14,43,"31-10-2024 16:38:02.750 -0600","POINTZ(-112.513380483 40.156635078 1733.952)",40.15663508,-112.5133805,1733.952,0,1.74,2,0.12,0.22,0.94,0.51,0.79,35,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,0,"ONAQ","F24",3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"ONAQ009",15,42,"31-10-2024 16:41:00.750 -0600","POINTZ(-112.513382712 40.156623955 1733.228)",40.15662396,-112.5133827,1733.228,0,1.74,2,0.11,0.21,0.91,0.5,0.76,35,30,"L-OTHER","ARTR","D-AGRASS",NA,"N",NA,"N",NA,"OTHER","H_W_B","OTHER","MOSS","OTHER","CANOPY_WOOD",NA,65,4,"ONAQ","F24",10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",4.8
"ONAQ009",16,41,"31-10-2024 16:42:04.000 -0600","POINTZ(-112.513380088 40.156614432 1733.586)",40.15661443,-112.5133801,1733.586,0,1.74,2,0.11,0.2,0.91,0.5,0.76,35,30,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.2
"ONAQ009",17,40,"31-10-2024 16:43:48.500 -0600","POINTZ(-112.513380988 40.15660485 1733.768)",40.15660485,-112.513381,1733.768,0,1.74,2,0.11,0.21,0.91,0.5,0.77,36,30,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","OPEN",NA,NA,50,2,"ONAQ","F24",0,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3
"ONAQ009",18,39,"31-10-2024 16:45:24.750 -0600","POINTZ(-112.513380055 40.156597235 1734.277)",40.15659724,-112.5133801,1734.277,0,1.74,2,0.11,0.21,0.92,0.5,0.77,36,30,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",3,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.2
"ONAQ009",19,38,"31-10-2024 16:46:58.250 -0600","POINTZ(-112.513382523 40.156587792 1733.511)",40.15658779,-112.5133825,1733.511,0,1.74,2,0.1,0.22,0.92,0.5,0.77,37,30,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,50,4,"ONAQ","F24",1,2,5,9,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",4.2
"ONAQ009",20,37,"31-10-2024 16:48:28.250 -0600","POINTZ(-112.513381148 40.156578827 1733.772)",40.15657883,-112.5133811,1733.772,0,1.74,2,0.1,0.22,0.92,0.5,0.77,37,30,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","OPEN",NA,NA,0,0,"ONAQ","F24",0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"ONAQ009",21,36,"31-10-2024 16:49:34.000 -0600","POINTZ(-112.513382317 40.156570733 1733.727)",40.15657073,-112.5133823,1733.727,0,1.74,2,0.1,0.22,0.94,0.51,0.8,37,29,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,50,0,"ONAQ","F24",3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.8
"ONAQ009",22,35,"31-10-2024 16:50:31.250 -0600","POINTZ(-112.51338214 40.156562155 1733.784)",40.15656216,-112.5133821,1733.784,0,1.74,2,0.1,0.21,0.95,0.51,0.8,37,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.4
"ONAQ009",23,34,"31-10-2024 16:51:44.750 -0600","POINTZ(-112.513381172 40.156552678 1733.691)",40.15655268,-112.5133812,1733.691,0,1.74,2,0.1,0.22,0.89,0.49,0.74,37,30,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,50,1,"ONAQ","F24",1,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.6
"ONAQ009",24,33,"31-10-2024 16:52:45.250 -0600","POINTZ(-112.513380807 40.1565461 1733.704)",40.1565461,-112.5133808,1733.704,0,1.74,2,0.1,0.22,0.89,0.49,0.74,38,30,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,1,"ONAQ","F24",2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"ONAQ009",25,32,"31-10-2024 16:53:56.000 -0600","POINTZ(-112.513382952 40.156535273 1733.643)",40.15653527,-112.513383,1733.643,0,1.74,2,0.1,0.23,0.89,0.49,0.74,37,30,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","OPEN",NA,NA,60,5,"ONAQ","F24",2,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",4.4
"ONAQ009",26,31,"31-10-2024 16:54:57.000 -0600","POINTZ(-112.513383463 40.15652578 1733.659)",40.15652578,-112.5133835,1733.659,0,1.74,2,0.1,0.23,0.93,0.5,0.78,37,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,0,1,"ONAQ","F24",2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"ONAQ009",27,30,"31-10-2024 16:56:21.750 -0600","POINTZ(-112.51338279 40.156516222 1733.743)",40.15651622,-112.5133828,1733.743,0,1.74,2,0.1,0.21,0.93,0.5,0.78,37,29,"D-PGRASS",NA,"D-FORB",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,60,0,"ONAQ","F24",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.2
"ONAQ009",28,29,"31-10-2024 16:59:07.500 -0600","POINTZ(-112.513380863 40.156507522 1733.728)",40.15650752,-112.5133809,1733.728,0,1.74,2,0.099,0.21,0.88,0.48,0.73,38,30,"D-OTHER","BRTE","D-OTHER","ARTR","N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","CANOPY",NA,NA,75,20,"ONAQ","F24",20,10,15,25,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",18
"ONAQ011",9,50,"31-10-2024 14:47:44.500 -0600","POINTZ(-112.538924933 40.148358423 1806.015)",40.14835842,-112.5389249,1806.015,0,1.74,2,0.1,0.22,0.94,0.54,0.77,27,26,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","OTHER","WOOD","OPEN",NA,NA,0,35,"ONAQ","F24",20,40,25,30,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",30
"ONAQ011",11,49,"31-10-2024 15:01:32.000 -0600","POINTZ(-112.538929148 40.148349248 1805.538)",40.14834925,-112.5389291,1805.538,0,1.74,2,0.11,0.23,0.96,0.55,0.79,29,27,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,0,5,"ONAQ","F24",2,2,7,10,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5.2
"ONAQ011",12,48,"31-10-2024 15:03:44.500 -0600","POINTZ(-112.538923098 40.148342838 1805.461)",40.14834284,-112.5389231,1805.461,0,1.74,2,0.1,0.21,0.97,0.55,0.8,29,27,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,0,1,"ONAQ","F24",2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"ONAQ011",13,47,"31-10-2024 15:05:20.750 -0600","POINTZ(-112.538924223 40.148333212 1805.775)",40.14833321,-112.5389242,1805.775,0,1.74,2,0.1,0.2,0.97,0.55,0.8,29,27,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","OTHER","WOOD","OPEN",NA,NA,0,20,"ONAQ","F24",10,12,25,30,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",19.4
"ONAQ011",14,46,"31-10-2024 15:07:24.000 -0600","POINTZ(-112.538922932 40.148322715 1805.167)",40.14832272,-112.5389229,1805.167,0,1.74,2,0.1,0.22,0.96,0.55,0.79,29,27,"L-OTHER","ERNA","D-PGRASS",NA,"N",NA,"N",NA,"OTHER","H_W_B","OTHER","WOOD","CANOPY",NA,NA,100,2,"ONAQ","F24",50,20,20,40,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",26.4
"ONAQ011",15,45,"31-10-2024 15:09:33.250 -0600","POINTZ(-112.538926042 40.148315135 1804.788)",40.14831514,-112.538926,1804.788,0,1.74,2,0.11,0.24,0.96,0.55,0.79,29,27,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,14,2,"ONAQ","F24",10,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",6.4
"ONAQ011",16,44,"31-10-2024 15:12:11.250 -0600","POINTZ(-112.53892733 40.148306147 1805.417)",40.14830615,-112.5389273,1805.417,0,1.74,2,0.11,0.24,0.97,0.55,0.79,28,27,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W","SOIL",NA,"OPEN",NA,NA,30,5,"ONAQ","F24",0,10,12,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",5.8
"ONAQ011",17,43,"31-10-2024 15:14:10.250 -0600","POINTZ(-112.538927388 40.148297167 1805.169)",40.14829717,-112.5389274,1805.169,0,1.74,2,0.11,0.25,0.97,0.55,0.8,28,27,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,0,0,"ONAQ","F24",3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"ONAQ011",18,42,"31-10-2024 15:16:02.250 -0600","POINTZ(-112.53892801 40.148287627 1805.787)",40.14828763,-112.538928,1805.787,0,1.74,2,0.1,0.22,0.97,0.55,0.8,29,27,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,25,2,"ONAQ","F24",5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.8
"ONAQ011",19,41,"31-10-2024 15:18:01.500 -0600","POINTZ(-112.538928707 40.148279368 1806.085)",40.14827937,-112.5389287,1806.085,0,1.74,2,0.11,0.24,0.9,0.52,0.73,30,28,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",10,15,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",6.8
"ONAQ011",20,40,"31-10-2024 15:19:19.750 -0600","POINTZ(-112.538922498 40.148264738 1805.921)",40.14826474,-112.5389225,1805.921,0,1.74,2,0.11,0.22,0.9,0.53,0.73,29,28,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,0,2,"ONAQ","F24",0,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.8
"ONAQ011",22,39,"31-10-2024 15:21:42.750 -0600","POINTZ(-112.538926775 40.148261827 1805.721)",40.14826183,-112.5389268,1805.721,0,1.74,2,0.11,0.23,0.9,0.53,0.73,29,28,"L-FORB",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,15,20,"ONAQ","F24",15,10,5,15,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",13
"ONAQ011",23,38,"31-10-2024 15:23:31.250 -0600","POINTZ(-112.538927077 40.148252598 1805.401)",40.1482526,-112.5389271,1805.401,0,1.74,2,0.11,0.23,1,0.56,0.83,29,26,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_W_B","SOIL",NA,"OPEN",NA,NA,12,10,"ONAQ","F24",0,0,15,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",6
"ONAQ011",24,37,"31-10-2024 15:25:22.250 -0600","POINTZ(-112.538929062 40.148242208 1805.822)",40.14824221,-112.5389291,1805.822,0,1.74,2,0.1,0.21,1.01,0.56,0.83,31,26,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,35,2,"ONAQ","F24",10,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2.6
"ONAQ011",25,36,"31-10-2024 15:27:08.750 -0600","POINTZ(-112.5389287 40.148232383 1805.968)",40.14823238,-112.5389287,1805.968,0,1.74,2,0.1,0.22,1.01,0.56,0.83,30,26,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_B","SOIL",NA,"OPEN",NA,NA,0,9,"ONAQ","F24",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"ONAQ011",26,35,"31-10-2024 15:28:13.000 -0600","POINTZ(-112.538931043 40.148224258 1805.545)",40.14822426,-112.538931,1805.545,0,1.74,2,0.11,0.23,1.01,0.56,0.84,30,26,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,5,"ONAQ","F24",3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3
"ONAQ011",27,34,"31-10-2024 15:29:47.000 -0600","POINTZ(-112.53893087 40.148214262 1805.833)",40.14821426,-112.5389309,1805.833,0,1.74,2,0.11,0.23,1.01,0.56,0.84,31,26,"NONE",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_B","SOIL",NA,"OPEN",NA,NA,0,1,"ONAQ","F24",2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"ONAQ011",28,33,"31-10-2024 15:31:48.250 -0600","POINTZ(-112.538932283 40.148206822 1805.434)",40.14820682,-112.5389323,1805.434,0,1.74,2,0.11,0.23,1.01,0.56,0.84,31,26,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,70,9,"ONAQ","F24",4,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",7.6
"ONAQ011",29,32,"31-10-2024 15:33:58.250 -0600","POINTZ(-112.538932047 40.148198378 1805.372)",40.14819838,-112.538932,1805.372,0,1.74,2,0.11,0.24,1.01,0.57,0.84,30,26,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"ONAQ","F24",5,9,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5
"ONAQ012",7,1,"31-10-2024 13:19:48.000 -0600","POINTZ(-112.507375858 40.147371213 1683.924)",40.14737121,-112.5073759,1683.924,0,1.74,2,0.11,0.22,0.93,0.48,0.79,33,30,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,35,1,"ONAQ","F24",2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.2
"ONAQ012",8,2,"31-10-2024 13:21:23.750 -0600","POINTZ(-112.5073759 40.147379198 1683.964)",40.1473792,-112.5073759,1683.964,0,1.74,2,0.11,0.23,0.92,0.48,0.79,34,30,"D-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,40,1,"ONAQ","F24",3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.8
"ONAQ012",9,3,"31-10-2024 13:22:17.500 -0600","POINTZ(-112.507373967 40.147389685 1683.842)",40.14738969,-112.507374,1683.842,0,1.74,2,0.11,0.23,0.92,0.48,0.78,34,30,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,40,0,"ONAQ","F24",0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"ONAQ012",10,4,"31-10-2024 13:23:39.000 -0600","POINTZ(-112.507373402 40.14739737 1684.131)",40.14739737,-112.5073734,1684.131,0,1.74,2,0.11,0.22,0.92,0.48,0.78,35,30,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,40,2,"ONAQ","F24",1,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.6
"ONAQ012",11,5,"31-10-2024 13:24:38.000 -0600","POINTZ(-112.507372848 40.147406752 1684.236)",40.14740675,-112.5073728,1684.236,0,1.74,2,0.11,0.22,0.95,0.49,0.81,34,29,"D-OTHER","AGCR","D-FORB",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,40,0,"ONAQ","F24",1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.6
"ONAQ012",12,6,"31-10-2024 13:25:31.500 -0600","POINTZ(-112.507373553 40.147415568 1684.099)",40.14741557,-112.5073736,1684.099,0,1.74,2,0.11,0.22,0.95,0.49,0.81,34,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,45,5,"ONAQ","F24",0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.8
"ONAQ012",13,7,"31-10-2024 13:26:16.250 -0600","POINTZ(-112.507375783 40.147425135 1684.198)",40.14742514,-112.5073758,1684.198,0,1.74,2,0.11,0.22,0.94,0.49,0.81,34,29,"L-OTHER",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,35,1,"ONAQ","F24",1,3,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"Subshrubs",2
"ONAQ012",14,8,"31-10-2024 13:27:12.250 -0600","POINTZ(-112.507376527 40.147433692 1684.092)",40.14743369,-112.5073765,1684.092,0,1.74,2,0.11,0.22,0.94,0.49,0.8,33,29,"L-OTHER","AGCR","D-OTHER","AGCR","N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,25,0,"ONAQ","F24",0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"ONAQ012",15,9,"31-10-2024 13:28:04.250 -0600","POINTZ(-112.507378278 40.147442997 1683.856)",40.147443,-112.5073783,1683.856,0,1.74,2,0.11,0.22,0.94,0.49,0.8,33,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"COBBLE",NA,"OPEN",NA,NA,30,0,"ONAQ","F24",1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"ONAQ012",16,10,"31-10-2024 13:29:17.000 -0600","POINTZ(-112.50737804 40.14745131 1684.034)",40.14745131,-112.507378,1684.034,0,1.74,2,0.11,0.23,0.94,0.49,0.8,34,29,"D-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","AGCR","OPEN",NA,NA,25,0,"ONAQ","F24",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.4
"ONAQ012",17,11,"31-10-2024 13:30:14.250 -0600","POINTZ(-112.507380038 40.1474606 1683.939)",40.1474606,-112.50738,1683.939,0,1.74,2,0.11,0.23,0.93,0.49,0.79,33,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,50,1,"ONAQ","F24",5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.6
"ONAQ012",18,12,"31-10-2024 13:30:54.500 -0600","POINTZ(-112.507380558 40.147471455 1683.298)",40.14747146,-112.5073806,1683.298,0,1.74,2,0.13,0.25,0.93,0.49,0.79,33,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,0,0,"ONAQ","F24",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.6
"ONAQ012",19,13,"31-10-2024 13:31:48.500 -0600","POINTZ(-112.507380378 40.147480383 1683.635)",40.14748038,-112.5073804,1683.635,0,1.74,2,0.11,0.23,0.93,0.49,0.79,34,29,"L-OTHER","AGCR","L-OTHER","AGCR","N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,50,0,"ONAQ","F24",3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"ONAQ012",20,14,"31-10-2024 13:32:29.250 -0600","POINTZ(-112.507383342 40.147488727 1683.547)",40.14748873,-112.5073833,1683.547,0,1.74,2,0.11,0.22,0.93,0.49,0.79,34,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,0,1,"ONAQ","F24",1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"ONAQ012",21,15,"31-10-2024 13:33:39.250 -0600","POINTZ(-112.507380015 40.147498263 1683.645)",40.14749826,-112.50738,1683.645,0,1.74,2,0.11,0.23,0.92,0.49,0.78,34,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"DUNG",NA,"OTHER","DUNG","OPEN",NA,NA,45,0,"ONAQ","F24",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0
"ONAQ012",22,16,"31-10-2024 13:35:03.500 -0600","POINTZ(-112.50738178 40.147507287 1683.412)",40.14750729,-112.5073818,1683.412,0,1.74,2,0.11,0.23,0.92,0.49,0.78,33,29,"L-OTHER","AGCR","D-AGRASS",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","OPEN",NA,NA,45,0,"ONAQ","F24",1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1.2
"ONAQ012",23,17,"31-10-2024 13:35:53.500 -0600","POINTZ(-112.507382225 40.147516135 1683.55)",40.14751614,-112.5073822,1683.55,0,1.74,2,0.11,0.21,0.92,0.49,0.77,33,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,35,1,"ONAQ","F24",0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.6
"ONAQ012",24,18,"31-10-2024 13:36:56.000 -0600","POINTZ(-112.507384373 40.147524237 1683.814)",40.14752424,-112.5073844,1683.814,0,1.74,2,0.11,0.24,0.97,0.51,0.82,33,29,"D-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OTHER","BURROW",NA,5,0,"ONAQ","F24",1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",1.2
"ONAQ012",25,19,"31-10-2024 13:37:43.500 -0600","POINTZ(-112.507383728 40.147533893 1683.979)",40.14753389,-112.5073837,1683.979,0,1.74,2,0.12,0.25,0.97,0.51,0.82,33,28,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,35,0,"ONAQ","F24",2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.8
"ONAQ012",26,20,"31-10-2024 13:38:34.000 -0600","POINTZ(-112.507383757 40.147543223 1683.752)",40.14754322,-112.5073838,1683.752,0,1.74,2,0.11,0.22,0.92,0.5,0.77,33,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,30,0,"ONAQ","F24",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",0.4
"ONAQ012",27,21,"31-10-2024 13:39:59.250 -0600","POINTZ(-112.507382202 40.14755015 1683.389)",40.14755015,-112.5073822,1683.389,0,1.74,2,0.11,0.21,0.92,0.5,0.77,33,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,45,2,"ONAQ","F24",1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.4
"ONAQ012",28,22,"31-10-2024 13:40:51.750 -0600","POINTZ(-112.507384727 40.147559553 1683.523)",40.14755955,-112.5073847,1683.523,0,1.74,2,0.11,0.23,0.92,0.5,0.77,33,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRUST",NA,"OPEN",NA,NA,0,0,"ONAQ","F24",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.6
"ONAQ012",29,23,"31-10-2024 13:41:29.250 -0600","POINTZ(-112.507383878 40.147568872 1682.94)",40.14756887,-112.5073839,1682.94,0,1.74,2,0.11,0.21,0.91,0.5,0.76,34,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"ONAQ","F24",2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"ONAQ012",30,24,"31-10-2024 13:42:40.500 -0600","POINTZ(-112.507385653 40.147577745 1683.122)",40.14757775,-112.5073857,1683.122,0,1.74,2,0.11,0.24,0.91,0.5,0.76,34,29,"L-OTHER","AGCR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,40,3,"ONAQ","F24",4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3
"ONAQ012",31,25,"31-10-2024 13:43:37.000 -0600","POINTZ(-112.507383473 40.147586525 1683.562)",40.14758653,-112.5073835,1683.562,0,1.74,2,0.11,0.23,0.91,0.5,0.76,35,29,"NONE",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"GRAVEL",NA,"OPEN",NA,NA,0,0,"ONAQ","F24",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
