"","Bag_ID","Litter_type","Envelope_mass_g","Envelope_tare_g","Litter_mass_g","Reweighed_Litter_mass_g","Notes","Litter_mass_final_g","X","Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Top_height","Litter","Litter_other","Litter_depth_center","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","Photo","Quadrat_checklist","Site","Season"
"144",1075,"ReproductiveParts",1.642,1.3293,0.3127,NA,"",0.3127,16,"JORN019",19,35,"26-04-2025 10:32:27.250 -0600","POINTZ(-106.807910025 32.62421315 1304.466)",32.62421315,-106.807910025,1304.466,0,1.74,2,0.11,0.29,1.15,0.61,0.98,37,25,"D-SHRUB",NA,"L-OTHER","PRGL","N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,85,"H_W",NA,20,40,10,5,30,"L-PRGLE_D-SHRUB_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"145",1076,"Grass",1.2769,1.2392,0.0377,NA,"",0.0377,21,"JORN019",25,30,"26-04-2025 11:18:29.250 -0600","POINTZ(-106.80792411 32.624170048 1305.622)",32.624170048,-106.80792411,1305.622,0,1.74,2,0.11,0.24,1.02,0.56,0.85,34,27,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,75,"H_W",NA,10,10,5,2,10,"L-PRGL_dune",NA,NA,NA,NA,"20250426172401.jpg","Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"146",1076,"Leaves",6.7914,2.876,3.9154,NA,"",3.9154,21,"JORN019",25,30,"26-04-2025 11:18:29.250 -0600","POINTZ(-106.80792411 32.624170048 1305.622)",32.624170048,-106.80792411,1305.622,0,1.74,2,0.11,0.24,1.02,0.56,0.85,34,27,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,75,"H_W",NA,10,10,5,2,10,"L-PRGL_dune",NA,NA,NA,NA,"20250426172401.jpg","Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"147",1076,"ReproductiveParts",1.2823,1.2383,0.044,NA,"",0.044,21,"JORN019",25,30,"26-04-2025 11:18:29.250 -0600","POINTZ(-106.80792411 32.624170048 1305.622)",32.624170048,-106.80792411,1305.622,0,1.74,2,0.11,0.24,1.02,0.56,0.85,34,27,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,75,"H_W",NA,10,10,5,2,10,"L-PRGL_dune",NA,NA,NA,NA,"20250426172401.jpg","Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"148",1077,"Grass",1.2593,1.2272,0.0321,NA,"",0.0321,26,"JORN019",30,25,"26-04-2025 11:36:16.000 -0600","POINTZ(-106.807927275 32.624126723 1304.333)",32.624126723,-106.807927275,1304.333,0,1.74,2,0.1,0.22,1.1,0.59,0.92,32,26,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_W",NA,2,0,0,1,0,"L-PRGL_D-SHRUB_dune_95N",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"149",1077,"Leaves",1.2621,1.2248,0.0373,NA,"",0.0373,26,"JORN019",30,25,"26-04-2025 11:36:16.000 -0600","POINTZ(-106.807927275 32.624126723 1304.333)",32.624126723,-106.807927275,1304.333,0,1.74,2,0.1,0.22,1.1,0.59,0.92,32,26,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_W",NA,2,0,0,1,0,"L-PRGL_D-SHRUB_dune_95N",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"150",1079,"Grass",1.2555,1.2411,0.0144,NA,"",0.0144,36,"JORN019",40,15,"26-04-2025 11:58:01.750 -0600","POINTZ(-106.807940177 32.624039028 1303.879)",32.624039028,-106.807940177,1303.879,0,1.74,2,0.098,0.22,0.89,0.5,0.73,39,29,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_B",NA,0,0,1,1,1,"L-SHRUB_50S_140H_75L_70P",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"151",1081,"Ambiguous",2.9036,1.3329,1.5707,NA,"",1.5707,46,"JORN019",50,5,"26-04-2025 12:44:32.500 -0600","POINTZ(-106.807972785 32.623952635 1304.949)",32.623952635,-106.807972785,1304.949,0,1.74,2,0.12,0.23,0.93,0.5,0.79,37,29,"L-OTHER","PRGL","D-SHRUB",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,140,"H_W",NA,5,10,10,15,5,"L-PRGL_D-SHRUB_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"152",1081,"Grass",1.6711,1.3144,0.3567,NA,"",0.3567,46,"JORN019",50,5,"26-04-2025 12:44:32.500 -0600","POINTZ(-106.807972785 32.623952635 1304.949)",32.623952635,-106.807972785,1304.949,0,1.74,2,0.12,0.23,0.93,0.5,0.79,37,29,"L-OTHER","PRGL","D-SHRUB",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,140,"H_W",NA,5,10,10,15,5,"L-PRGL_D-SHRUB_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"153",1081,"Leaves",5.4115,3.1759,2.2356,NA,"",2.2356,46,"JORN019",50,5,"26-04-2025 12:44:32.500 -0600","POINTZ(-106.807972785 32.623952635 1304.949)",32.623952635,-106.807972785,1304.949,0,1.74,2,0.12,0.23,0.93,0.5,0.79,37,29,"L-OTHER","PRGL","D-SHRUB",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,140,"H_W",NA,5,10,10,15,5,"L-PRGL_D-SHRUB_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"154",1083,"Ambiguous",4.443,1.2989,3.1441,NA,"",3.1441,701,"JORN137",6,45,"28-04-2025 09:10:15.750 -0600","POINTZ(-106.843327957 32.676395235 1311.255)",32.676395235,-106.843327957,1311.255,0,1.74,2,0.1,0.22,0.98,0.49,0.85,41,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,30,"H_W_B",NA,30,30,3,5,40,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"155",1083,"Grass",1.4173,1.3028,0.1145,NA,"",0.1145,701,"JORN137",6,45,"28-04-2025 09:10:15.750 -0600","POINTZ(-106.843327957 32.676395235 1311.255)",32.676395235,-106.843327957,1311.255,0,1.74,2,0.1,0.22,0.98,0.49,0.85,41,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,30,"H_W_B",NA,30,30,3,5,40,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"156",1083,"Leaves",9.1254,3.1573,5.9681,NA,"",5.9681,701,"JORN137",6,45,"28-04-2025 09:10:15.750 -0600","POINTZ(-106.843327957 32.676395235 1311.255)",32.676395235,-106.843327957,1311.255,0,1.74,2,0.1,0.22,0.98,0.49,0.85,41,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,30,"H_W_B",NA,30,30,3,5,40,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"157",1087,"Grass",1.2532,1.226,0.0272,NA,"",0.0272,720,"JORN137",27,25,"28-04-2025 10:07:00.500 -0600","POINTZ(-106.843319122 32.676211633 1308.342)",32.676211633,-106.843319122,1308.342,0,1.74,2,0.11,0.29,1.07,0.56,0.92,40,28,"D-SUBS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,5,"H_W",NA,1,0,0,0,0,"L-SUBS_D-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"158",1092,"Leaves",1.2873,1.2315,0.0558,NA,"",0.0558,548,"JORN123",1,50,"29-04-2025 08:22:57.250 -0600","POINTZ(-106.839336652 32.633853288 1298.927)",32.633853288,-106.839336652,1298.927,0,1.74,2,0.1,0.2,0.91,0.49,0.76,44,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_W",NA,1,1,1,0,0,"L-PRGL_dune_10S",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"159",1098,"Ambiguous",1.6541,1.3189,0.3352,NA,"",0.3352,578,"JORN123",32,20,"29-04-2025 09:16:13.250 -0600","POINTZ(-106.83938284 32.63358281 1299.168)",32.63358281,-106.83938284,1299.168,0,1.74,2,0.1,0.19,0.91,0.5,0.76,38,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,60,"H_W",NA,2,0,3,1,4,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"160",1098,"Leaves",4.835,3.1102,1.7248,NA,"",1.7248,578,"JORN123",32,20,"29-04-2025 09:16:13.250 -0600","POINTZ(-106.83938284 32.63358281 1299.168)",32.63358281,-106.83938284,1299.168,0,1.74,2,0.1,0.19,0.91,0.5,0.76,38,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,60,"H_W",NA,2,0,3,1,4,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"161",1098,"ReproductiveParts",1.3827,1.3076,0.0751,NA,"",0.0751,578,"JORN123",32,20,"29-04-2025 09:16:13.250 -0600","POINTZ(-106.83938284 32.63358281 1299.168)",32.63358281,-106.83938284,1299.168,0,1.74,2,0.1,0.19,0.91,0.5,0.76,38,31,"L-OTHER","PRGL","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,60,"H_W",NA,2,0,3,1,4,"L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"162",1105,"Grass",1.3516,1.3237,0.0279,NA,"",0.0279,661,"JORN129",17,35,"29-04-2025 11:04:58.750 -0600","POINTZ(-106.845318945 32.649652043 1312.973)",32.649652043,-106.845318945,1312.973,0,1.74,2,0.1,0.22,0.96,0.53,0.81,34,28,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"LT-H",NA,1,0,0,0,0,"L-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"163",1106,"Ambiguous",12.8587,3.1567,9.702,NA,"",9.702,666,"JORN129",22,30,"29-04-2025 11:19:16.250 -0600","POINTZ(-106.845323493 32.649606983 1312.259)",32.649606983,-106.845323493,1312.259,0,1.74,2,0.1,0.22,0.9,0.51,0.74,34,29,"L-OTHER","PRGL","D-PGRASS",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,70,"H_W_B",NA,45,50,40,50,40,"L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"164",1106,"Grass",5.7657,3.0562,2.7095,NA,"",2.7095,666,"JORN129",22,30,"29-04-2025 11:19:16.250 -0600","POINTZ(-106.845323493 32.649606983 1312.259)",32.649606983,-106.845323493,1312.259,0,1.74,2,0.1,0.22,0.9,0.51,0.74,34,29,"L-OTHER","PRGL","D-PGRASS",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,70,"H_W_B",NA,45,50,40,50,40,"L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"165",1106,"Leaves",2.8971,1.3339,1.5632,NA,"",1.5632,666,"JORN129",22,30,"29-04-2025 11:19:16.250 -0600","POINTZ(-106.845323493 32.649606983 1312.259)",32.649606983,-106.845323493,1312.259,0,1.74,2,0.1,0.22,0.9,0.51,0.74,34,29,"L-OTHER","PRGL","D-PGRASS",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,70,"H_W_B",NA,45,50,40,50,40,"L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"166",1106,"ReproductiveParts",1.58,1.3371,0.2429,NA,"",0.2429,666,"JORN129",22,30,"29-04-2025 11:19:16.250 -0600","POINTZ(-106.845323493 32.649606983 1312.259)",32.649606983,-106.845323493,1312.259,0,1.74,2,0.1,0.22,0.9,0.51,0.74,34,29,"L-OTHER","PRGL","D-PGRASS",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,70,"H_W_B",NA,45,50,40,50,40,"L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"167",1109,"Ambiguous",2.7853,1.302,1.4833,NA,"",1.4833,681,"JORN129",37,15,"29-04-2025 11:44:57.500 -0600","POINTZ(-106.845327878 32.64947635 1312.549)",32.64947635,-106.845327878,1312.549,0,1.74,2,0.1,0.21,0.9,0.5,0.74,37,29,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,20,"LT-H",NA,5,3,15,15,1,"D-PGRASS_L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"168",1109,"Grass",5.1133,3.1202,1.9931,NA,"",1.9931,681,"JORN129",37,15,"29-04-2025 11:44:57.500 -0600","POINTZ(-106.845327878 32.64947635 1312.549)",32.64947635,-106.845327878,1312.549,0,1.74,2,0.1,0.21,0.9,0.5,0.74,37,29,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,20,"LT-H",NA,5,3,15,15,1,"D-PGRASS_L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"169",1109,"Leaves",2.1257,1.3043,0.8214,NA,"",0.8214,681,"JORN129",37,15,"29-04-2025 11:44:57.500 -0600","POINTZ(-106.845327878 32.64947635 1312.549)",32.64947635,-106.845327878,1312.549,0,1.74,2,0.1,0.21,0.9,0.5,0.74,37,29,"D-PGRASS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,20,"LT-H",NA,5,3,15,15,1,"D-PGRASS_L-PRGL_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"170",1110,"Grass",4.025,3.088,0.937,NA,"",0.937,686,"JORN129",42,10,"29-04-2025 12:00:04.750 -0600","POINTZ(-106.84533286 32.64943022 1312.517)",32.64943022,-106.84533286,1312.517,0,1.74,2,0.097,0.22,0.91,0.49,0.77,36,29,"L-SHRUB",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,100,"H_W",NA,1,3,1,2,1,"L-SHRUB_L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"171",1110,"Leaves",1.3517,1.3007,0.051,NA,"",0.051,686,"JORN129",42,10,"29-04-2025 12:00:04.750 -0600","POINTZ(-106.84533286 32.64943022 1312.517)",32.64943022,-106.84533286,1312.517,0,1.74,2,0.097,0.22,0.91,0.49,0.77,36,29,"L-SHRUB",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,100,"H_W",NA,1,3,1,2,1,"L-SHRUB_L-PRGL_D-PGRASS_dune",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"172",1111,"Ambiguous",2.1101,1.3152,0.7949,NA,"",0.7949,691,"JORN129",47,5,"29-04-2025 12:03:55.250 -0600","POINTZ(-106.845330002 32.649388748 1311.881)",32.649388748,-106.845330002,1311.881,0,1.74,2,0.091,0.21,0.9,0.48,0.75,36,30,"D-SUBS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,15,"OTHER","H_YUEL",1,0,2,4,1,"L-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"173",1111,"Grass",3.8675,3.0752,0.7923,NA,"",0.7923,691,"JORN129",47,5,"29-04-2025 12:03:55.250 -0600","POINTZ(-106.845330002 32.649388748 1311.881)",32.649388748,-106.845330002,1311.881,0,1.74,2,0.091,0.21,0.9,0.48,0.75,36,30,"D-SUBS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,15,"OTHER","H_YUEL",1,0,2,4,1,"L-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"174",1111,"Leaves",1.6078,1.3234,0.2844,NA,"",0.2844,691,"JORN129",47,5,"29-04-2025 12:03:55.250 -0600","POINTZ(-106.845330002 32.649388748 1311.881)",32.649388748,-106.845330002,1311.881,0,1.74,2,0.091,0.21,0.9,0.48,0.75,36,30,"D-SUBS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,15,"OTHER","H_YUEL",1,0,2,4,1,"L-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"175",1111,"ReproductiveParts",1.4049,1.3303,0.0746,NA,"",0.0746,691,"JORN129",47,5,"29-04-2025 12:03:55.250 -0600","POINTZ(-106.845330002 32.649388748 1311.881)",32.649388748,-106.845330002,1311.881,0,1.74,2,0.091,0.21,0.9,0.48,0.75,36,30,"D-SUBS",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,15,"OTHER","H_YUEL",1,0,2,4,1,"L-SUBS_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","JORN","S25"
"176",1112,"Forbs",1.3524,1.3167,0.0357,NA,"",0.0357,505,"ONAQ239",16,35,"25-05-2025 08:53:59.500 -0600","POINTZ(-112.442333238 40.179544857 1617.424)",40.179544857,-112.442333238,1617.424,0,1.74,2,0.1,0.23,1,0.5,0.87,35,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,5,"H_W",NA,1,1,1,2,3,"D-ARTR_15E_70H_90L_95P","L-PGRASS_D-PGRASS_L-FORB_patch","L-ARTR_40SE_70H_170L_130P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"177",1112,"Grass",1.4727,1.3079,0.1648,NA,"",0.1648,505,"ONAQ239",16,35,"25-05-2025 08:53:59.500 -0600","POINTZ(-112.442333238 40.179544857 1617.424)",40.179544857,-112.442333238,1617.424,0,1.74,2,0.1,0.23,1,0.5,0.87,35,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,5,"H_W",NA,1,1,1,2,3,"D-ARTR_15E_70H_90L_95P","L-PGRASS_D-PGRASS_L-FORB_patch","L-ARTR_40SE_70H_170L_130P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"178",1113,"Ambiguous",7.5447,3.1495,4.3952,NA,"",4.3952,490,"ONAQ239",1,50,"25-05-2025 08:23:33.250 -0600","POINTZ(-112.442318728 40.17967664 1618.04)",40.17967664,-112.442318728,1618.04,0,1.74,2,0.1,0.23,0.97,0.52,0.83,39,31,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"OTHER","MOSS","CANOPY",NA,70,"H_W",NA,5,10,10,15,5,"D-ARTR_0NW_30H_65L_50P","L-ARTR_30E_80H_130L_120P","L-PGRASS_patch","D-ARTR_45NE_45H_50L_35P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"179",1113,"Leaves",1.8089,1.3088,0.5001,NA,"",0.5001,490,"ONAQ239",1,50,"25-05-2025 08:23:33.250 -0600","POINTZ(-112.442318728 40.17967664 1618.04)",40.17967664,-112.442318728,1618.04,0,1.74,2,0.1,0.23,0.97,0.52,0.83,39,31,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"OTHER","MOSS","CANOPY",NA,70,"H_W",NA,5,10,10,15,5,"D-ARTR_0NW_30H_65L_50P","L-ARTR_30E_80H_130L_120P","L-PGRASS_patch","D-ARTR_45NE_45H_50L_35P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"180",1114,"Leaves",1.3344,1.3231,0.0113,NA,"",0.0113,495,"ONAQ239",6,45,"25-05-2025 08:32:56.250 -0600","POINTZ(-112.442323288 40.179632567 1618.28)",40.179632567,-112.442323288,1618.28,0,1.74,2,0.1,0.22,0.96,0.51,0.82,37,31,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"WOOD",NA,0,"H_W_B",NA,2,1,4,0,1,"L-ARTR_75W_75H_110L_105P",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"181",1115,"Ambiguous",2.2165,1.3305,0.886,NA,"",0.886,500,"ONAQ239",11,40,"25-05-2025 08:42:46.250 -0600","POINTZ(-112.442328248 40.179589297 1617.829)",40.179589297,-112.442328248,1617.829,0,1.74,2,0.1,0.22,0.93,0.49,0.79,37,31,"N",NA,"N",NA,"N",NA,"N",NA,"CRST",NA,"OPEN",NA,0,"H_W",NA,5,3,1,0,7,"D-ARTR_5NW_10H_75L_75P","L-BRTE_L-PGRASS_D-BRTE_D-PGRASS_patch","L-ARTR_10NE_100H_170L_120P","D-ARTR_60SE_40H_50L_45P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"182",1115,"Forbs",1.3445,1.3139,0.0306,NA,"",0.0306,500,"ONAQ239",11,40,"25-05-2025 08:42:46.250 -0600","POINTZ(-112.442328248 40.179589297 1617.829)",40.179589297,-112.442328248,1617.829,0,1.74,2,0.1,0.22,0.93,0.49,0.79,37,31,"N",NA,"N",NA,"N",NA,"N",NA,"CRST",NA,"OPEN",NA,0,"H_W",NA,5,3,1,0,7,"D-ARTR_5NW_10H_75L_75P","L-BRTE_L-PGRASS_D-BRTE_D-PGRASS_patch","L-ARTR_10NE_100H_170L_120P","D-ARTR_60SE_40H_50L_45P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"183",1115,"Grass",2.5083,1.3159,1.1924,NA,"",1.1924,500,"ONAQ239",11,40,"25-05-2025 08:42:46.250 -0600","POINTZ(-112.442328248 40.179589297 1617.829)",40.179589297,-112.442328248,1617.829,0,1.74,2,0.1,0.22,0.93,0.49,0.79,37,31,"N",NA,"N",NA,"N",NA,"N",NA,"CRST",NA,"OPEN",NA,0,"H_W",NA,5,3,1,0,7,"D-ARTR_5NW_10H_75L_75P","L-BRTE_L-PGRASS_D-BRTE_D-PGRASS_patch","L-ARTR_10NE_100H_170L_120P","D-ARTR_60SE_40H_50L_45P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"184",1115,"Leaves",1.3378,1.3132,0.0246,NA,"",0.0246,500,"ONAQ239",11,40,"25-05-2025 08:42:46.250 -0600","POINTZ(-112.442328248 40.179589297 1617.829)",40.179589297,-112.442328248,1617.829,0,1.74,2,0.1,0.22,0.93,0.49,0.79,37,31,"N",NA,"N",NA,"N",NA,"N",NA,"CRST",NA,"OPEN",NA,0,"H_W",NA,5,3,1,0,7,"D-ARTR_5NW_10H_75L_75P","L-BRTE_L-PGRASS_D-BRTE_D-PGRASS_patch","L-ARTR_10NE_100H_170L_120P","D-ARTR_60SE_40H_50L_45P",NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"185",1116,"Forbs",1.3716,1.2415,0.1301,NA,"",0.1301,510,"ONAQ239",21,30,"25-05-2025 09:02:52.250 -0600","POINTZ(-112.442334845 40.179499498 1617.129)",40.179499498,-112.442334845,1617.129,0,1.74,2,0.097,0.23,1,0.5,0.87,36,30,"L-OTHER","ARTR","D-FORB",NA,"N",NA,"N",NA,"OTHER","MOSS","CANOPY",NA,70,"H_W",NA,1,1,2,1,0,"LPGRASS_L-BRTE_D-BRTE_D-FORB_patch","L-ARTR_35SW_120H_195L_170P",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"186",1117,"Ambiguous",2.9188,1.325,1.5938,NA,"",1.5938,515,"ONAQ239",26,25,"25-05-2025 09:11:48.250 -0600","POINTZ(-112.442339122 40.179456267 1616.995)",40.179456267,-112.442339122,1616.995,0,1.74,2,0.097,0.23,1,0.5,0.87,36,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"OTHER","H_W_B_DUNG",5,7,4,5,3,"LPGRASS_L-BRTE_L-FORB_patch","L-ARTR_85NW_110H_235L_175P",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"187",1117,"Forbs",1.4119,1.319,0.0929,NA,"",0.0929,515,"ONAQ239",26,25,"25-05-2025 09:11:48.250 -0600","POINTZ(-112.442339122 40.179456267 1616.995)",40.179456267,-112.442339122,1616.995,0,1.74,2,0.097,0.23,1,0.5,0.87,36,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"OTHER","H_W_B_DUNG",5,7,4,5,3,"LPGRASS_L-BRTE_L-FORB_patch","L-ARTR_85NW_110H_235L_175P",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"188",1117,"Grass",2.182,1.3162,0.8658,NA,"",0.8658,515,"ONAQ239",26,25,"25-05-2025 09:11:48.250 -0600","POINTZ(-112.442339122 40.179456267 1616.995)",40.179456267,-112.442339122,1616.995,0,1.74,2,0.097,0.23,1,0.5,0.87,36,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"OTHER","H_W_B_DUNG",5,7,4,5,3,"LPGRASS_L-BRTE_L-FORB_patch","L-ARTR_85NW_110H_235L_175P",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
"189",1119,"ReproductiveParts",1.3512,1.3123,0.0389,NA,"",0.0389,524,"ONAQ239",38,15,"25-05-2025 09:25:10.750 -0600","POINTZ(-112.442349957 40.1793665 1616.266)",40.1793665,-112.442349957,1616.266,0,1.74,2,0.09,0.21,0.92,0.48,0.78,36,31,"N",NA,"N",NA,"N",NA,"N",NA,"OTHER","MOSS","OPEN",NA,0,"LT-H",NA,3,2,1,1,1,"LPGRASS_L-BRTE_D-BRTE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","ONAQ","S25"
